Name,Links,Cost,Collections,Cuisines,Timings,Cuisine_Count,Is_Hygiene_Rated,Restaurant,Average_Rating,Total_Reviews_Count,Price_Segment,Cluster
Dunkin' Donuts,https://www.zomato.com/hyderabad/dunkin-donuts-gachibowli,-0.6133929387171674,,"Desserts, Cafe, Beverages, Burger, Fast Food",10 AM to 11 PM,1.6783164337043284,0,Dunkin' Donuts,-1.030431759423489,0.1398631280044822,0,0
Desi Bytes,https://www.zomato.com/hyderabad/desi-bytes-gachibowli,-0.908834491769014,,"North Indian, Chinese","1 PM to 2 AM (Mon, Wed-Sun), Tue Closed",-0.8154084559978577,0,Desi Bytes,-1.4258363078570058,0.1398631280044822,0,1
Hyderabadi Daawat,https://www.zomato.com/hyderabad/hyderabadi-daawat-1-gachibowli,-0.5149124210332185,Food Hygiene Rated Restaurants in Hyderabad,"Hyderabadi, Chinese, Mughlai",12:30pm to 11:30pm (Mon-Sun),0.0158331739028709,1,Hyderabadi Daawat,0.4599392308259169,0.1398631280044822,1,1
Zega - Sheraton Hyderabad Hotel,https://www.zomato.com/hyderabad/zega-sheraton-hyderabad-hotel-gachibowli,1.750139485697606,,"Asian, Sushi",12Noon to 2AM (Mon-Sun),-0.8154084559978577,0,Zega - Sheraton Hyderabad Hotel,1.7171229232811986,0.1398631280044822,2,0
Triptify,https://www.zomato.com/hyderabad/triptify-gachibowli,-0.908834491769014,,North Indian,11 AM to 11 PM,-1.6466500858985864,0,Triptify,-0.1078211464119526,0.1398631280044822,0,1
Chinese Pavilion,https://www.zomato.com/hyderabad/chinese-pavilion-gachibowli,0.2729317204383726,,"Chinese, Seafood","12 Noon to 3:30 PM, 7 PM to 11 PM",-0.8154084559978577,0,Chinese Pavilion,0.2875834020215639,0.1398631280044822,1,1
IndiBlaze,https://www.zomato.com/hyderabad/indiblaze-gachibowli,-0.5149124210332185,,"Fast Food, Salad",11 AM to 11 PM,-0.8154084559978577,0,,0.020088794275294,0.1398631280044822,1,1
Sweet Basket,https://www.zomato.com/hyderabad/sweet-basket-gachibowli,-1.3027565625048096,,"Bakery, Mithai","10 AM to 10 PM (Mon-Thu), 8 AM to 10:30 PM (Fri-Sun)",-0.8154084559978577,0,,0.020088794275294,0.1398631280044822,0,1
Angaara Counts 3,https://www.zomato.com/hyderabad/angaara-counts-3-gachibowli,-0.7118734564011163,,"North Indian, Biryani, Chinese",12 Noon to 11 PM,0.0158331739028709,0,,0.020088794275294,0.1398631280044822,0,1
Wich Please,https://www.zomato.com/hyderabad/wich-please-1-gachibowli,-1.2042760448208607,,Fast Food,8am to 12:30AM (Mon-Sun),-1.6466500858985864,0,,0.020088794275294,0.1398631280044822,0,1
Republic Of Noodles - Lemon Tree Hotel,https://www.zomato.com/hyderabad/republic-of-noodles-lemon-tree-hotel-gachibowli,1.651658968013657,Pan-Asian Delicacies,"Thai, Asian, Chinese, Malaysian","11:30 AM to 3 PM, 7 PM to 12 Midnight",0.8470748038035996,0,,0.020088794275294,0.1398631280044822,2,0
